Milliseconds,Latitude,Longitude,Altitude,Speed
0,48.115693,17.1451647,141.289,3.857
330,48.1157028,17.1451732,141.235,3.69
660,48.115713,17.1451819,141.158,3.839
990,48.1157231,17.1451899,141.177,3.706
1320,48.115733,17.1451982,141.105,3.584
1650,48.1157435,17.1452059,141.055,3.741
1980,48.1157536,17.1452135,140.988,3.619
2310,48.1157634,17.1452219,140.943,3.608
2640,48.1157738,17.1452299,140.927,3.744
2970,48.1157841,17.1452382,140.898,3.727
3300,48.1157938,17.1452474,140.773,3.684
3685,48.1158051,17.1452572,140.705,3.593
4015,48.1158149,17.145266,140.582,3.667
4345,48.1158248,17.1452751,140.427,3.767
4675,48.1158347,17.1452838,140.255,3.747
5005,48.1158453,17.145292,140.2,3.753
5335,48.1158557,17.1453003,140.118,3.707
5665,48.1158661,17.1453094,140.026,3.72
5995,48.1158765,17.1453179,139.955,3.732
6325,48.1158868,17.1453262,139.876,3.588
6655,48.1158973,17.1453344,139.792,3.705
6985,48.1159097,17.1453438,139.703,3.673
7315,48.11592,17.1453528,139.628,3.595
7700,48.1159303,17.1453615,139.593,3.706
7975,48.1159403,17.1453701,139.501,3.725
8360,48.1159505,17.1453789,139.44,3.855
8635,48.1159613,17.1453859,139.398,3.831
9020,48.1159719,17.145393,139.355,3.769
9350,48.1159807,17.1453988,139.339,3.817
9680,48.1159902,17.145407,139.219,3.541
10010,48.1160014,17.1454178,139.112,3.777
10340,48.1160115,17.1454269,139.026,3.746
10670,48.1160214,17.1454349,139.052,3.484
11000,48.1160313,17.1454437,138.966,3.702
11330,48.1160408,17.1454521,138.895,3.489
11660,48.1160505,17.1454605,138.832,3.533
11990,48.11606,17.1454693,138.786,3.589
12320,48.1160701,17.1454768,138.739,3.633
12650,48.116081,17.1454837,138.663,3.846
13035,48.1160935,17.14549,138.7,3.636
13310,48.1161034,17.1454957,138.777,3.461
13695,48.1161136,17.1455026,138.724,3.58
14025,48.1161235,17.1455101,138.695,3.545
14355,48.1161337,17.1455168,138.636,3.535
14685,48.1161438,17.1455236,138.617,3.568
15015,48.1161541,17.1455295,138.628,3.527
15345,48.1161641,17.1455357,138.642,3.553
15675,48.1161739,17.1455427,138.63,3.508
16005,48.1161831,17.1455503,138.631,3.449
16335,48.116192,17.1455589,138.607,3.529
16665,48.1162007,17.1455678,138.549,3.45
16995,48.1162101,17.1455769,138.505,3.575
17325,48.1162199,17.1455851,138.499,3.705
17655,48.1162299,17.145592,138.496,3.54
17985,48.1162422,17.1455993,138.511,3.604
18370,48.1162526,17.1456055,138.433,3.589
18700,48.1162629,17.1456123,138.424,3.693
19030,48.116273,17.1456192,138.366,3.551
19360,48.1162834,17.1456263,138.318,3.656
19690,48.1162939,17.1456334,138.252,3.596
20020,48.1163046,17.1456407,138.174,3.82
20350,48.1163149,17.1456484,138.119,3.756
20680,48.1163253,17.1456576,138.07,3.994
21010,48.1163351,17.1456677,138.01,3.872
21340,48.1163465,17.1456801,137.923,3.825
21670,48.1163567,17.1456897,137.914,3.974
22000,48.1163668,17.1456983,137.859,3.693
22330,48.1163774,17.145706,137.814,3.676
22660,48.1163867,17.1457115,137.77,3.837
22990,48.1163973,17.1457177,137.686,3.653
23375,48.1164081,17.1457248,137.656,3.811
23705,48.1164184,17.1457322,137.618,3.755
24035,48.1164298,17.1457417,137.543,3.581
24365,48.1164401,17.1457493,137.492,3.704
24695,48.1164506,17.1457564,137.45,3.799
25025,48.1164605,17.1457638,137.451,3.715
25355,48.1164706,17.1457706,137.468,3.686
25685,48.1164807,17.1457769,137.458,3.623
26015,48.1164908,17.1457837,137.444,3.599
26345,48.1165006,17.1457901,137.427,3.631
26675,48.1165102,17.1457968,137.378,3.587
27005,48.1165198,17.1458043,137.279,3.57
27335,48.1165292,17.1458127,137.271,3.673
27665,48.1165389,17.1458203,137.265,3.688
28050,48.1165501,17.1458286,137.2,3.629
28325,48.1165597,17.1458358,137.185,3.469
28715,48.1165692,17.145843,137.191,3.54
29040,48.1165784,17.1458495,137.239,3.345
29370,48.1165879,17.145856,137.248,3.347
29700,48.1165971,17.145863,137.229,3.327
30030,48.1166063,17.1458695,137.278,3.357
30360,48.1166153,17.1458759,137.263,3.25
30690,48.1166247,17.1458819,137.269,3.391
31020,48.1166339,17.1458884,137.283,3.351
31350,48.1166429,17.1458948,137.301,3.277
31680,48.1166524,17.145901,137.309,3.377
32010,48.1166613,17.1459066,137.334,3.27
32340,48.1166702,17.1459119,137.433,3.207
32670,48.1166786,17.1459186,137.452,3.207
33055,48.1166884,17.1459269,137.408,3.179
33330,48.1166972,17.1459338,137.432,3.326
33715,48.1167067,17.1459407,137.385,3.446
34045,48.1167163,17.1459473,137.318,3.547
34375,48.1167261,17.1459554,137.177,3.707
34705,48.1167358,17.145963,137.168,3.668
35035,48.1167461,17.1459702,137.142,3.834
35365,48.1167565,17.1459766,137.16,3.812
35695,48.116767,17.1459829,137.142,3.914
