Milliseconds,Latitude,Longitude,Altitude,Speed,Speed3D,TS,GpsAccuracy,GpsFix
11880,48.1295771,17.1576272,140.28,4.527,4.52,1650122392839000,124,3
11935,48.1295756,17.1576294,140.264,4.448,4.53,1650122392894000,124,3
11990,48.1295726,17.1576342,140.238,4.473,4.45,1650122392949000,124,3
12100,48.129571,17.1576368,140.279,4.52,4.47,1650122393059000,124,3
12155,48.1295695,17.157639,140.269,4.453,4.52,1650122393114000,124,3
12210,48.1295682,17.1576413,140.277,4.368,4.45,1650122393169000,124,3
12265,48.1295664,17.1576437,140.151,4.497,4.37,1650122393224000,124,3
12375,48.1295636,17.1576479,140.112,4.217,4.49,1650122393334000,124,3
12430,48.1295622,17.1576502,140.122,4.226,4.22,1650122393389000,124,3
12485,48.1295607,17.1576527,140.121,4.271,4.23,1650122393444000,124,3
12540,48.1295589,17.1576553,140.105,4.489,4.27,1650122393499000,124,3
12595,48.1295574,17.1576576,140.08,4.485,4.49,1650122393554000,124,3
12705,48.1295543,17.1576624,140.061,4.46,4.48,1650122393664000,124,3
12760,48.1295528,17.1576649,140.046,4.505,4.46,1650122393719000,124,3
12815,48.1295512,17.1576671,139.963,4.445,4.51,1650122393774000,124,3
12870,48.1295498,17.1576694,139.948,4.395,4.45,1650122393829000,124,3
12980,48.1295471,17.1576739,139.905,4.239,4.4,1650122393939000,124,3
13035,48.1295455,17.1576765,139.898,4.366,4.24,1650122393994000,124,3
13090,48.1295442,17.1576789,139.872,4.338,4.37,1650122394049000,124,3
13145,48.1295426,17.157681,139.86,4.287,4.34,1650122394104000,124,3
13200,48.1295411,17.1576832,139.876,4.251,4.29,1650122394159000,124,3
13310,48.1295382,17.1576879,139.807,4.293,4.29,1650122394269000,124,3
13365,48.1295369,17.1576902,139.815,4.233,4.3,1650122394324000,124,3
13420,48.1295353,17.1576926,139.861,4.294,4.24,1650122394379000,124,3
13475,48.1295338,17.157695,139.875,4.354,4.3,1650122394434000,124,3
13530,48.1295323,17.1576973,139.846,4.342,4.36,1650122394489000,124,3
13640,48.1295293,17.1577021,139.841,4.341,4.47,1650122394599000,124,3
13695,48.1295279,17.1577044,139.822,4.327,4.34,1650122394654000,124,3
13750,48.129526,17.1577068,139.841,4.474,4.33,1650122394709000,124,3
13805,48.1295243,17.157709,139.838,4.488,4.48,1650122394764000,124,3
13915,48.1295211,17.1577137,139.816,4.523,4.47,1650122394874000,124,3
13970,48.1295196,17.1577157,139.77,4.396,4.52,1650122394929000,124,3
14025,48.1295182,17.1577177,139.738,4.295,4.4,1650122394984000,124,3
14080,48.1295165,17.1577201,139.683,4.406,4.3,1650122395039000,124,3
14135,48.129515,17.1577222,139.629,4.363,4.41,1650122395094000,124,3
14190,48.1295123,17.1577258,139.56,4.063,4.18,1650122395149000,124,3
14300,48.1295112,17.1577276,139.529,3.884,4.07,1650122395259000,124,3
14355,48.1295098,17.1577294,139.501,3.839,3.89,1650122395314000,124,3
14410,48.1295082,17.1577313,139.433,3.92,3.85,1650122395369000,124,3
14465,48.1295061,17.1577333,139.396,4.131,3.93,1650122395424000,124,3
14575,48.1295026,17.1577378,139.415,4.352,4.29,1650122395534000,124,3
14630,48.1295009,17.1577392,139.31,4.247,4.36,1650122395589000,124,3
14685,48.1294994,17.157741,139.282,4.155,4.26,1650122395644000,124,3
14740,48.1294978,17.1577428,139.321,4.116,4.16,1650122395699000,124,3
14795,48.1294961,17.1577448,139.363,4.194,4.12,1650122395754000,124,3
14905,48.1294932,17.1577484,139.226,4.013,4.14,1650122395864000,124,3
14960,48.1294916,17.1577507,139.037,4.184,4.02,1650122395919000,124,3
15015,48.12949,17.1577524,138.921,4.102,4.2,1650122395974000,124,3
15070,48.1294885,17.1577543,138.926,4.074,4.12,1650122396029000,124,3
15180,48.1294869,17.1577559,138.915,3.996,4.09,1650122396139000,124,3
15235,48.1294836,17.1577582,138.787,3.807,3.91,1650122396194000,124,3
15290,48.1294816,17.1577587,138.603,3.795,3.83,1650122396249000,124,3
15345,48.1294796,17.1577598,138.558,3.881,3.83,1650122396304000,124,3
15455,48.1294775,17.1577611,138.544,4.039,3.91,1650122396414000,124,3
15510,48.1294744,17.157763,138.549,3.684,3.92,1650122396469000,124,3
15565,48.1294724,17.1577635,138.481,3.711,3.71,1650122396524000,124,3
15620,48.129471,17.1577641,138.463,3.472,3.74,1650122396579000,124,3
15675,48.1294694,17.1577648,138.471,3.418,3.5,1650122396634000,124,3
15785,48.1294675,17.1577653,138.423,3.462,3.45,1650122396744000,124,3
15840,48.1294636,17.1577666,138.329,3.649,3.59,1650122396799000,124,3
15895,48.1294616,17.1577673,138.355,3.807,3.68,1650122396854000,124,3
15950,48.1294595,17.1577683,138.369,3.929,3.83,1650122396909000,124,3
16005,48.1294576,17.1577688,138.417,3.94,3.95,1650122396964000,124,3
16115,48.1294538,17.1577701,138.477,3.883,3.99,1650122397074000,124,3
16170,48.1294519,17.157771,138.476,3.916,3.9,1650122397129000,124,3
16225,48.1294499,17.1577717,138.444,3.963,3.93,1650122397184000,124,3
16280,48.1294482,17.1577724,138.427,3.836,3.98,1650122397239000,124,3
16335,48.1294464,17.157773,138.417,3.824,3.85,1650122397294000,124,3
16390,48.1294423,17.1577747,138.315,3.987,3.9,1650122397349000,124,3
16500,48.1294403,17.1577757,138.29,4.056,4,1650122397459000,124,3
16555,48.1294386,17.1577763,138.266,3.918,4.07,1650122397514000,124,3
16610,48.129437,17.1577768,138.256,3.761,3.94,1650122397569000,124,3
16665,48.1294352,17.1577774,138.245,3.736,3.78,1650122397624000,124,3
16775,48.1294314,17.1577786,138.158,3.831,3.79,1650122397734000,124,3
16830,48.1294294,17.1577789,138.12,3.866,3.85,1650122397789000,124,3
16885,48.1294272,17.1577792,138.148,3.994,3.89,1650122397844000,124,3
16940,48.1294252,17.1577798,138.121,4.025,4.01,1650122397899000,124,3
16995,48.1294208,17.157781,138.103,4.209,4.14,1650122397954000,124,3
17105,48.1294189,17.1577818,138.1,4.166,4.23,1650122398064000,124,3
17160,48.1294171,17.1577824,138.144,4.086,4.18,1650122398119000,124,3
17215,48.1294148,17.157783,138.161,4.226,4.1,1650122398174000,124,3
17270,48.1294126,17.1577841,138.112,4.327,4.24,1650122398229000,124,3
17380,48.1294086,17.1577851,138.222,4.283,4.21,1650122398339000,124,3
17435,48.1294065,17.1577856,138.199,4.321,4.29,1650122398394000,124,3
17490,48.1294045,17.1577863,138.176,4.288,4.33,1650122398449000,124,3
17545,48.1294023,17.157787,138.237,4.344,4.3,1650122398504000,124,3
17600,48.1294004,17.1577877,138.212,4.267,4.35,1650122398559000,124,3
17710,48.1293967,17.1577888,138.154,4.047,4.25,1650122398669000,124,3
17765,48.129395,17.1577894,138.178,3.928,4.06,1650122398724000,124,3
17820,48.1293935,17.15779,138.168,3.784,3.94,1650122398779000,124,3
17875,48.1293916,17.1577908,138.184,3.804,3.79,1650122398834000,124,3
17930,48.1293877,17.157792,138.116,3.939,3.81,1650122398889000,124,3
18041,48.1293856,17.1577928,138.07,4.012,3.95,1650122399000000,124,3
18095,48.1293834,17.1577934,137.997,4.111,4.02,1650122399054000,124,3
18150,48.1293813,17.1577941,137.985,4.173,4.12,1650122399109000,124,3
18205,48.1293793,17.1577948,138.03,4.197,4.18,1650122399164000,124,3
18315,48.1293754,17.1577961,138.051,4.117,4.21,1650122399274000,124,3
18370,48.1293734,17.1577971,138.036,4.151,4.12,1650122399329000,124,3
18425,48.1293713,17.1577977,137.988,4.218,4.16,1650122399384000,124,3
18480,48.1293692,17.1577984,138.042,4.259,4.23,1650122399439000,124,3
18535,48.1293655,17.1578,138.01,4.09,4.17,1650122399494000,124,3
18645,48.1293636,17.1578009,137.978,4.067,4.1,1650122399604000,124,3
18700,48.1293614,17.1578018,137.977,4.152,4.07,1650122399659000,124,3
18755,48.1293594,17.1578026,137.999,4.173,4.16,1650122399714000,124,3
18810,48.1293573,17.1578035,138.082,4.234,4.18,1650122399769000,124,3
18865,48.1293536,17.157805,138.073,4.071,4.18,1650122399824000,124,3
18975,48.1293517,17.1578056,138.083,4.047,4.08,1650122399934000,124,3
19030,48.1293496,17.1578064,138.061,4.166,4.05,1650122399989000,124,3
19085,48.1293473,17.1578075,138.119,4.323,4.17,1650122400044000,124,3
19140,48.1293453,17.1578082,138.082,4.29,4.33,1650122400099000,124,3
19250,48.1293419,17.1578094,138.092,3.973,4.06,1650122400209000,124,3
19305,48.1293403,17.1578097,138.109,3.835,3.98,1650122400264000,124,3
19360,48.1293388,17.1578102,138.135,3.7,3.84,1650122400319000,124,3
19415,48.1293368,17.1578111,138.163,3.769,3.7,1650122400374000,124,3
19470,48.1293333,17.1578127,138.281,3.757,3.76,1650122400429000,124,3
19580,48.1293315,17.1578133,138.31,3.763,3.76,1650122400539000,124,3
19635,48.1293296,17.1578139,138.502,3.919,3.76,1650122400594000,124,3
19690,48.1293276,17.1578143,138.475,3.923,3.92,1650122400649000,124,3
19745,48.1293257,17.1578148,138.381,3.888,3.92,1650122400704000,124,3
19855,48.1293213,17.157816,138.321,4.128,4,1650122400814000,124,3
19910,48.1293194,17.1578167,138.267,4.047,4.13,1650122400869000,124,3
19965,48.1293175,17.1578172,138.249,4.037,4.05,1650122400924000,124,3
20020,48.1293154,17.157818,138.241,4.07,4.04,1650122400979000,124,3
20075,48.1293136,17.1578187,138.278,4.036,4.07,1650122401034000,124,3
20130,48.1293094,17.1578201,138.305,4.174,4.15,1650122401089000,124,3
20240,48.1293074,17.1578207,138.28,4.135,4.17,1650122401199000,124,3
20295,48.1293054,17.1578217,138.3,4.168,4.14,1650122401254000,152,3
20350,48.1293036,17.1578226,138.293,4.091,4.17,1650122401309000,152,3
20405,48.1293016,17.1578232,138.337,4.142,4.09,1650122401364000,152,3
20515,48.1292974,17.1578245,138.346,4.245,4.07,1650122401474000,152,3
20570,48.1292954,17.1578254,138.338,4.207,4.25,1650122401529000,152,3
20625,48.1292937,17.1578263,138.318,4.084,4.21,1650122401584000,152,3
20680,48.1292916,17.1578277,138.359,4.179,4.08,1650122401639000,152,3
20735,48.1292899,17.1578287,138.38,4.115,4.18,1650122401694000,152,3
20845,48.1292854,17.1578306,138.357,4.239,4.33,1650122401804000,152,3
20900,48.1292838,17.1578308,138.469,4.12,4.24,1650122401859000,152,3
20955,48.1292816,17.157832,138.484,4.226,4.12,1650122401914000,152,3
21010,48.1292796,17.1578332,138.47,4.19,4.23,1650122401969000,152,3
21120,48.1292754,17.1578353,138.523,4.297,4.21,1650122402079000,152,3
21175,48.1292734,17.1578363,138.535,4.279,4.3,1650122402134000,152,3
21230,48.1292711,17.1578376,138.57,4.363,4.28,1650122402189000,152,3
21285,48.1292693,17.1578384,138.651,4.295,4.36,1650122402244000,152,3
21340,48.1292672,17.1578393,138.656,4.313,4.29,1650122402299000,152,3
21450,48.1292629,17.1578412,138.689,4.346,4.36,1650122402409000,152,3
21505,48.129261,17.1578419,138.704,4.25,4.35,1650122402464000,152,3
21560,48.1292589,17.1578432,138.768,4.31,4.25,1650122402519000,152,3
21615,48.1292568,17.1578443,138.752,4.29,4.31,1650122402574000,152,3
21670,48.1292542,17.1578454,138.708,4.523,4.29,1650122402629000,152,3
21780,48.1292502,17.1578468,138.701,4.294,4.24,1650122402739000,152,3
21835,48.1292482,17.1578479,138.775,4.319,4.29,1650122402794000,152,3
21890,48.1292461,17.1578488,138.774,4.302,4.32,1650122402849000,152,3
