Milliseconds,Latitude,Longitude,Altitude,Speed,Speed3D,TS,GpsAccuracy,GpsFix
16720,48.153843,17.224765,131.146,4.866,4.88,1650196423314000,161,3
16775,48.1538435,17.2247686,131.14,4.894,4.87,1650196423369000,161,3
16885,48.1538445,17.2247756,131.136,4.826,4.82,1650196423479000,161,3
16940,48.153845,17.2247791,131.124,4.824,4.83,1650196423534000,161,3
16995,48.1538455,17.2247828,131.129,4.892,4.82,1650196423589000,161,3
17050,48.153846,17.2247863,131.114,4.899,4.89,1650196423644000,161,3
17105,48.1538466,17.2247898,131.105,4.879,4.9,1650196423699000,161,3
17215,48.1538475,17.224797,131.076,4.935,4.93,1650196423809000,161,3
17270,48.153848,17.2248006,131.056,4.921,4.93,1650196423864000,161,3
17325,48.1538482,17.2248041,131.075,4.803,4.92,1650196423919000,161,3
17380,48.1538485,17.2248075,131.067,4.715,4.8,1650196423974000,161,3
17435,48.153849,17.2248111,131.061,4.792,4.72,1650196424029000,161,3
17545,48.1538499,17.2248183,131.066,4.832,4.85,1650196424139000,161,3
17600,48.1538502,17.2248218,131.055,4.818,4.83,1650196424194000,161,3
17655,48.1538507,17.2248253,131.047,4.829,4.82,1650196424249000,161,3
17710,48.1538512,17.224829,131.043,4.911,4.83,1650196424304000,161,3
17820,48.153852,17.2248362,131.051,4.857,4.91,1650196424414000,161,3
17875,48.1538524,17.2248398,131.057,4.849,4.86,1650196424469000,161,3
17930,48.1538528,17.2248433,131.066,4.802,4.85,1650196424524000,161,3
17985,48.1538532,17.224847,131.069,4.871,4.8,1650196424579000,161,3
18040,48.1538536,17.2248505,131.071,4.794,4.87,1650196424634000,161,3
18150,48.1538543,17.2248578,131.07,4.878,4.81,1650196424744000,161,3
18205,48.1538548,17.2248614,131.081,4.898,4.88,1650196424799000,161,3
18260,48.1538551,17.2248649,131.077,4.8,4.9,1650196424854000,161,3
18315,48.1538554,17.2248684,131.09,4.773,4.8,1650196424909000,161,3
18425,48.1538558,17.2248719,131.094,4.744,4.77,1650196425019000,161,3
18480,48.1538566,17.2248794,131.087,4.961,4.87,1650196425074000,161,3
18535,48.1538569,17.2248829,131.079,4.89,4.96,1650196425129000,161,3
18590,48.1538572,17.2248864,131.064,4.842,4.89,1650196425184000,161,3
18645,48.1538574,17.2248899,131.062,4.79,4.84,1650196425239000,161,3
18700,48.1538582,17.224897,131.072,4.789,4.8,1650196425294000,161,3
18810,48.1538585,17.2249007,131.062,4.893,4.79,1650196425404000,161,3
18865,48.153859,17.2249042,131.055,4.855,4.89,1650196425459000,161,3
18920,48.1538595,17.2249079,131.058,4.897,4.85,1650196425514000,161,3
18975,48.15386,17.2249115,131.05,4.903,4.9,1650196425569000,161,3
19085,48.1538609,17.2249187,131.037,4.906,5,1650196425679000,161,3
19140,48.1538614,17.2249221,131.06,4.767,4.91,1650196425734000,161,3
19195,48.1538619,17.2249257,131.076,4.807,4.77,1650196425789000,161,3
19250,48.1538624,17.2249295,131.063,4.956,4.81,1650196425844000,161,3
19305,48.1538635,17.2249366,131.043,4.865,5.03,1650196425899000,161,3
19415,48.1538639,17.22494,131.051,4.765,4.87,1650196426009000,161,3
19470,48.1538644,17.2249437,131.058,4.857,4.77,1650196426064000,161,3
19525,48.1538648,17.2249474,131.068,4.896,4.86,1650196426119000,161,3
19580,48.1538653,17.2249509,131.035,4.877,4.9,1650196426174000,161,3
