Milliseconds,Latitude,Longitude,Altitude,Speed
0,48.173666,17.2637984,126.296,0.078
3135,48.1736662,17.2637982,126.279,0.044
3190,48.1736662,17.263798,126.248,0.056
3245,48.1736663,17.2637979,126.238,0.049
3300,48.1736664,17.2637977,126.223,0.039
3410,48.1736665,17.2637977,126.196,0.01
3465,48.1736665,17.2637976,126.178,0.038
3520,48.1736666,17.2637975,126.165,0.01
3575,48.1736667,17.2637974,126.164,0.006
3630,48.1736668,17.2637972,126.143,0.075
3740,48.173667,17.263797,126.099,0.08
3795,48.1736671,17.263797,126.097,0.027
3850,48.1736671,17.2637968,126.084,0.024
3905,48.1736671,17.2637968,126.067,0.045
3960,48.1736672,17.2637967,126.039,0.026
4070,48.1736673,17.2637966,126.023,0.073
4125,48.1736674,17.2637966,126.019,0.042
4180,48.1736675,17.2637965,126.028,0.028
4235,48.1736675,17.2637964,126.009,0.052
4290,48.1736677,17.2637962,125.985,0.038
4400,48.1736677,17.2637961,125.975,0.025
4455,48.1736678,17.2637962,125.972,0.037
4510,48.1736678,17.2637961,125.969,0.032
4620,48.173668,17.2637959,125.96,0.057
4675,48.1736681,17.263796,125.947,0.043
4730,48.1736681,17.263796,125.936,0.045
4785,48.1736681,17.263796,125.917,0.054
4840,48.1736682,17.2637957,125.927,0.051
4895,48.1736685,17.2637957,125.937,0.085
5005,48.1736685,17.2637957,125.937,0.06
5060,48.1736686,17.2637957,125.92,0.059
5115,48.1736686,17.2637957,125.916,0.038
5170,48.1736684,17.2637957,125.895,0.115
5280,48.1736684,17.2637957,125.893,0.108
5336,48.1736685,17.2637957,125.901,0.051
5390,48.1736684,17.2637954,125.901,0.13
5445,48.1736684,17.2637953,125.909,0.137
5500,48.1736685,17.2637952,125.913,0.118
5610,48.1736686,17.2637951,125.909,0.099
5665,48.1736687,17.2637951,125.896,0.139
5720,48.1736686,17.263795,125.87,0.187
5775,48.1736686,17.2637943,125.854,0.388
5830,48.1736687,17.263794,125.853,0.402
5940,48.1736686,17.2637935,125.855,0.352
5995,48.1736683,17.2637929,125.809,0.538
