Milliseconds,Latitude,Longitude,Altitude,Speed,Speed3D,TS,GpsAccuracy,GpsFix
13145,48.1462979,17.1598467,136.166,4.037,4,1650124972724000,142,3
13200,48.1462984,17.1598496,136.172,4.035,4.04,1650124972779000,142,3
13310,48.1462995,17.1598555,136.166,4.066,4.01,1650124972889000,142,3
13365,48.1463001,17.1598585,136.155,4.092,4.07,1650124972944000,142,3
13421,48.1463005,17.1598614,136.157,4.044,4.09,1650124973000000,142,3
13475,48.1463012,17.1598644,136.143,4.101,4.04,1650124973054000,142,3
13530,48.1463019,17.1598674,136.138,4.149,4.1,1650124973109000,142,3
13640,48.1463029,17.1598732,136.097,4.075,4.09,1650124973219000,142,3
13695,48.1463037,17.1598757,136.079,3.952,4.08,1650124973274000,142,3
13750,48.1463043,17.1598786,136.067,3.995,3.95,1650124973329000,142,3
13805,48.1463052,17.1598811,136.028,3.989,3.99,1650124973384000,142,3
13860,48.146306,17.1598837,136.021,3.91,3.99,1650124973439000,142,3
13915,48.1463075,17.1598888,135.967,3.86,3.88,1650124973494000,142,3
14025,48.1463084,17.1598913,135.948,3.861,3.86,1650124973604000,142,3
14080,48.1463093,17.1598939,135.915,3.932,3.86,1650124973659000,142,3
14135,48.14631,17.1598966,135.885,3.953,3.93,1650124973714000,142,3
14245,48.1463121,17.1599011,135.795,3.877,3.92,1650124973824000,142,3
14300,48.1463132,17.1599037,135.752,3.962,3.88,1650124973879000,142,3
14355,48.1463141,17.1599061,135.717,3.872,3.97,1650124973934000,142,3
14410,48.146315,17.1599086,135.679,3.908,3.88,1650124973989000,142,3
14465,48.146316,17.1599109,135.666,3.86,3.91,1650124974044000,142,3
14520,48.1463178,17.1599156,135.617,3.753,3.84,1650124974099000,142,3
14630,48.1463185,17.1599184,135.575,3.841,3.76,1650124974209000,142,3
14685,48.1463194,17.1599212,135.58,3.9,3.85,1650124974264000,142,3
14740,48.14632,17.1599242,135.586,3.987,3.91,1650124974319000,142,3
14795,48.1463204,17.1599272,135.574,3.989,3.99,1650124974374000,133,3
14905,48.146322,17.1599329,135.568,4.075,4.03,1650124974484000,133,3
14960,48.1463224,17.1599359,135.578,4.038,4.08,1650124974539000,133,3
15015,48.1463228,17.159939,135.571,4.083,4.04,1650124974594000,133,3
15070,48.1463235,17.1599418,135.575,4.069,4.09,1650124974649000,142,3
15125,48.1463248,17.1599474,135.605,3.962,4.02,1650124974704000,133,3
15235,48.1463255,17.15995,135.56,3.94,3.97,1650124974814000,133,3
15290,48.1463259,17.1599528,135.56,3.928,3.94,1650124974869000,133,3
15345,48.1463264,17.1599556,135.555,3.913,3.93,1650124974924000,133,3
15400,48.146327,17.1599585,135.544,3.939,3.92,1650124974979000,133,3
15455,48.1463281,17.1599641,135.499,4.032,3.99,1650124975034000,133,3
15565,48.1463282,17.159967,135.495,3.967,4.04,1650124975144000,133,3
15620,48.146329,17.1599698,135.494,3.956,3.97,1650124975199000,133,3
15675,48.1463298,17.1599725,135.473,3.942,3.96,1650124975254000,133,3
15730,48.1463302,17.1599754,135.485,3.936,3.95,1650124975309000,133,3
15785,48.146331,17.1599812,135.43,3.976,4.02,1650124975364000,133,3
15895,48.1463314,17.1599838,135.424,3.856,3.98,1650124975474000,133,3
15950,48.1463321,17.1599865,135.399,3.865,3.86,1650124975529000,133,3
16005,48.1463328,17.1599894,135.357,3.972,3.87,1650124975584000,133,3
16115,48.1463334,17.159995,135.284,3.91,3.99,1650124975694000,133,3
16170,48.1463337,17.1599979,135.295,3.943,3.92,1650124975749000,133,3
16225,48.1463343,17.1600012,135.332,4.023,3.95,1650124975804000,133,3
16280,48.1463348,17.1600041,135.33,4.006,4.03,1650124975859000,133,3
16335,48.1463353,17.1600071,135.336,4.05,4.01,1650124975914000,133,3
16390,48.1463359,17.1600126,135.276,3.894,4.05,1650124975969000,133,3
16500,48.1463363,17.1600154,135.283,3.865,3.9,1650124976079000,133,3
16555,48.1463366,17.1600183,135.275,3.902,3.87,1650124976134000,133,3
16610,48.1463371,17.1600211,135.246,3.886,3.91,1650124976189000,133,3
16665,48.1463375,17.1600241,135.268,3.922,3.89,1650124976244000,133,3
16775,48.1463387,17.16003,135.274,4.008,3.94,1650124976354000,133,3
16830,48.1463392,17.1600328,135.233,3.939,4.01,1650124976409000,133,3
16885,48.1463396,17.1600357,135.219,3.998,3.94,1650124976464000,133,3
16940,48.1463399,17.1600387,135.239,3.934,4,1650124976519000,133,3
16995,48.1463407,17.1600416,135.255,3.96,3.94,1650124976574000,133,3
17105,48.1463419,17.160047,135.162,3.864,3.91,1650124976684000,133,3
17160,48.1463422,17.1600499,135.157,3.876,3.87,1650124976739000,133,3
17215,48.1463428,17.1600529,135.183,3.939,3.88,1650124976794000,133,3
17270,48.1463432,17.1600558,135.157,3.992,3.94,1650124976849000,133,3
17325,48.1463434,17.1600617,135.13,3.932,3.94,1650124976904000,133,3
17435,48.146344,17.1600644,135.118,3.895,3.94,1650124977014000,133,3
17490,48.1463445,17.1600672,135.082,3.906,3.9,1650124977069000,133,3
17545,48.1463446,17.1600701,135.029,3.993,3.91,1650124977124000,133,3
17600,48.1463449,17.1600731,135.05,3.929,4,1650124977179000,133,3
17710,48.1463454,17.1600787,134.992,3.885,3.94,1650124977289000,133,3
17765,48.1463457,17.1600813,134.943,3.819,3.89,1650124977344000,133,3
17820,48.146346,17.1600842,134.944,3.847,3.83,1650124977399000,133,3
17875,48.1463465,17.1600871,134.955,3.818,3.86,1650124977454000,133,3
17930,48.1463469,17.1600901,134.963,3.926,3.83,1650124977509000,133,3
18040,48.1463475,17.1600957,134.951,3.88,4.03,1650124977619000,142,3
18095,48.1463477,17.1600986,134.965,3.849,3.89,1650124977674000,142,3
18150,48.1463484,17.1601017,135.013,3.949,3.86,1650124977729000,142,3
18205,48.1463486,17.1601045,134.975,3.906,3.96,1650124977784000,142,3
18260,48.1463489,17.1601075,134.992,3.925,3.91,1650124977839000,142,3
18370,48.1463501,17.1601133,134.981,3.937,3.93,1650124977949000,142,3
18425,48.1463504,17.1601163,134.967,3.99,3.94,1650124978004000,142,3
18480,48.1463507,17.1601191,134.983,3.873,4,1650124978059000,142,3
18535,48.146351,17.1601218,134.97,3.839,3.88,1650124978114000,142,3
18645,48.1463521,17.1601279,134.988,3.987,4.01,1650124978224000,142,3
18700,48.1463526,17.1601306,134.983,3.874,3.99,1650124978279000,142,3
18755,48.146353,17.1601335,134.981,3.874,3.88,1650124978334000,142,3
18810,48.1463535,17.1601365,134.978,3.963,3.88,1650124978389000,142,3
18865,48.1463539,17.1601395,134.947,4.043,3.97,1650124978444000,142,3
18975,48.1463544,17.1601451,134.909,3.921,3.95,1650124978554000,142,3
19030,48.146355,17.1601479,134.905,3.896,3.92,1650124978609000,142,3
19085,48.1463556,17.1601505,134.869,3.859,3.9,1650124978664000,142,3
19140,48.1463559,17.1601534,134.867,3.862,3.86,1650124978719000,142,3
19195,48.1463564,17.1601566,134.896,3.978,3.87,1650124978774000,142,3
19305,48.1463575,17.1601621,134.874,3.921,3.93,1650124978884000,133,3
19360,48.1463583,17.1601649,134.9,3.876,3.92,1650124978939000,133,3
19415,48.1463588,17.1601676,134.856,3.9,3.88,1650124978994000,133,3
19470,48.1463594,17.1601706,134.855,3.991,3.9,1650124979049000,133,3
19580,48.1463599,17.1601735,134.893,3.912,3.99,1650124979159000,133,3
19635,48.1463609,17.1601793,134.876,3.971,3.93,1650124979214000,133,3
19690,48.1463616,17.1601822,134.885,3.945,3.97,1650124979269000,133,3
19745,48.1463622,17.160185,134.876,3.962,3.95,1650124979324000,133,3
19800,48.1463634,17.1601907,134.877,3.954,3.96,1650124979379000,133,3
19910,48.146364,17.1601935,134.876,3.919,3.95,1650124979489000,133,3
19965,48.1463643,17.1601962,134.844,3.898,3.92,1650124979544000,133,3
20020,48.1463652,17.1601992,134.877,3.962,3.9,1650124979599000,133,3
20075,48.1463663,17.1602049,134.896,3.967,3.96,1650124979654000,133,3
20130,48.146367,17.1602079,134.944,3.985,3.97,1650124979709000,133,3
20240,48.1463675,17.1602105,134.92,3.908,3.99,1650124979819000,133,3
20295,48.1463681,17.1602131,134.909,3.844,3.91,1650124979874000,133,3
20350,48.1463693,17.1602187,134.899,3.9,3.9,1650124979929000,133,3
20405,48.1463699,17.1602214,134.896,3.874,3.9,1650124979984000,133,3
20460,48.1463706,17.1602242,134.905,3.878,3.87,1650124980039000,133,3
20570,48.1463712,17.1602269,134.913,3.792,3.88,1650124980149000,133,3
20625,48.146372,17.1602296,134.92,3.866,3.79,1650124980204000,133,3
20680,48.1463737,17.160235,134.936,3.886,3.91,1650124980259000,133,3
20735,48.1463743,17.1602377,134.943,3.848,3.89,1650124980314000,133,3
20790,48.146375,17.1602403,134.934,3.816,3.85,1650124980369000,133,3
20900,48.1463757,17.1602429,134.933,3.842,3.82,1650124980479000,133,3
20955,48.1463767,17.1602455,134.959,3.846,3.84,1650124980534000,133,3
21010,48.1463782,17.1602507,134.955,3.87,3.84,1650124980589000,133,3
21065,48.146379,17.1602532,134.951,3.804,3.87,1650124980644000,133,3
21175,48.1463798,17.1602556,134.934,3.681,3.8,1650124980754000,133,3
21230,48.1463807,17.160258,134.919,3.75,3.68,1650124980809000,133,3
21285,48.1463817,17.1602606,134.927,3.81,3.75,1650124980864000,133,3
21340,48.1463827,17.1602632,134.945,3.848,3.81,1650124980919000,133,3
21450,48.1463848,17.160268,134.94,3.828,3.84,1650124981029000,133,3
21505,48.1463855,17.1602703,134.928,3.646,3.83,1650124981084000,133,3
21560,48.1463865,17.1602725,134.893,3.688,3.65,1650124981139000,133,3
21615,48.1463875,17.1602747,134.894,3.617,3.69,1650124981194000,133,3
21670,48.1463885,17.160277,134.898,3.625,3.62,1650124981249000,133,3
