Milliseconds,Latitude,Longitude,Altitude,Speed
0,48.1298488,17.1585588,141.071,2.982
110,48.1298516,17.1585573,141.035,3.047
165,48.1298531,17.1585565,141.055,3.061
220,48.1298545,17.1585557,141.037,3.058
275,48.1298557,17.1585549,140.99,2.971
385,48.1298569,17.1585539,140.982,2.933
440,48.1298598,17.1585521,140.991,3.013
495,48.1298611,17.1585509,141.003,3.036
550,48.1298624,17.1585497,141.007,3.051
605,48.1298637,17.1585486,141,3.047
660,48.1298663,17.1585461,140.979,3.085
770,48.1298676,17.1585449,140.95,3.099
825,48.1298688,17.1585435,140.968,3.1
880,48.1298698,17.1585421,140.952,2.997
935,48.129871,17.1585407,140.98,3.021
1045,48.1298733,17.1585378,140.981,3.038
1100,48.1298746,17.1585361,140.916,3.225
1155,48.1298757,17.1585348,140.847,3.121
1210,48.1298766,17.1585333,140.844,2.989
1265,48.1298775,17.1585319,140.801,2.897
1375,48.1298796,17.1585286,140.835,2.895
1430,48.1298803,17.158527,140.832,2.824
1485,48.1298812,17.1585252,140.827,2.872
1540,48.1298821,17.1585233,140.822,2.94
1650,48.129884,17.1585199,140.792,2.937
1705,48.1298848,17.1585183,140.766,2.868
1760,48.1298855,17.1585163,140.773,2.855
1815,48.1298865,17.1585146,140.735,2.904
1870,48.1298873,17.1585128,140.674,2.956
1980,48.1298889,17.158509,140.61,2.959
2035,48.1298896,17.1585071,140.608,2.971
2090,48.1298903,17.1585053,140.57,2.891
2145,48.1298907,17.1585034,140.549,2.803
2200,48.1298912,17.1585014,140.537,2.822
2310,48.1298919,17.1584975,140.517,2.753
2365,48.1298921,17.1584955,140.494,2.753
2420,48.1298924,17.1584936,140.45,2.737
2475,48.1298925,17.1584916,140.447,2.683
2585,48.129893,17.1584876,140.409,2.723
2640,48.1298931,17.1584857,140.387,2.664
2695,48.1298931,17.1584838,140.414,2.592
2750,48.129893,17.1584817,140.425,2.625
2805,48.1298929,17.1584798,140.424,2.604
2915,48.129893,17.1584758,140.451,2.585
2970,48.129893,17.1584737,140.453,2.611
3025,48.129893,17.1584716,140.459,2.679
3080,48.1298928,17.1584698,140.44,2.609
3135,48.1298928,17.1584678,140.431,2.625
3245,48.1298922,17.1584637,140.466,2.65
3300,48.1298921,17.1584617,140.463,2.66
3355,48.1298919,17.1584596,140.519,2.631
3410,48.1298917,17.1584575,140.563,2.621
3465,48.1298915,17.1584532,140.59,2.76
3575,48.1298914,17.1584508,140.619,2.854
3630,48.1298912,17.1584487,140.622,2.834
3685,48.1298912,17.1584463,140.58,2.978
3740,48.129891,17.158444,140.575,3.029
3850,48.1298903,17.1584402,140.553,2.837
3905,48.12989,17.1584382,140.545,2.8
3960,48.1298898,17.1584361,140.516,2.818
4015,48.1298896,17.1584339,140.491,2.873
4125,48.1298892,17.158432,140.448,2.813
