Milliseconds,Latitude,Longitude,Altitude,Speed
0,48.1546943,17.2277551,130.66,5.196
55,48.1546936,17.2277517,130.622,4.976
110,48.1546923,17.2277438,130.593,5.31
220,48.1546916,17.2277401,130.61,5.318
275,48.154691,17.2277364,130.607,5.289
330,48.1546902,17.2277327,130.6,5.324
385,48.1546895,17.2277287,130.61,5.421
440,48.154688,17.2277209,130.648,5.467
550,48.1546872,17.2277172,130.628,5.424
605,48.1546865,17.2277131,130.62,5.48
660,48.1546857,17.2277091,130.618,5.563
715,48.1546851,17.2277053,130.676,5.437
825,48.1546835,17.2276978,130.73,5.351
880,48.1546828,17.2276938,130.744,5.427
935,48.154682,17.2276898,130.786,5.461
990,48.1546809,17.227686,130.82,5.489
1045,48.15468,17.2276823,130.825,5.395
1155,48.1546784,17.2276751,130.876,5.164
1210,48.1546776,17.2276715,130.905,5.127
1265,48.1546769,17.2276677,130.873,5.176
1320,48.1546761,17.227664,130.87,5.205
1430,48.1546745,17.2276569,130.898,5.057
1485,48.1546736,17.2276534,130.897,5.073
1540,48.1546727,17.2276497,130.862,5.124
1595,48.1546717,17.227646,130.853,5.229
1650,48.1546709,17.2276425,130.872,5.175
1760,48.1546692,17.2276353,130.924,5.156
1815,48.1546681,17.2276315,130.934,5.301
1870,48.1546674,17.2276274,130.904,5.495
1925,48.1546667,17.2276237,130.906,5.391
1980,48.1546659,17.22762,130.924,5.313
2035,48.1546644,17.2276125,130.951,5.281
2145,48.1546636,17.2276089,130.962,5.24
2200,48.1546629,17.227605,130.922,5.302
2255,48.1546624,17.2276011,130.944,5.332
2365,48.1546617,17.2275936,130.937,5.168
2420,48.1546615,17.2275902,130.924,4.945
2475,48.1546612,17.2275865,130.916,4.991
2530,48.154661,17.2275826,130.936,5.075
2585,48.1546606,17.2275787,130.904,5.136
2695,48.1546604,17.2275712,130.916,5.072
2750,48.1546602,17.2275674,130.92,5.139
2805,48.15466,17.2275642,130.919,4.823
2860,48.1546599,17.2275603,130.939,4.968
2915,48.1546598,17.2275565,130.962,5.045
3025,48.1546598,17.2275494,130.957,4.872
3080,48.1546599,17.2275459,130.99,4.812
3135,48.15466,17.2275424,131.019,4.748
3135,48.1546601,17.2275388,131.01,4.783
3245,48.1546601,17.2275312,131.043,4.936
3355,48.1546601,17.2275277,131.074,4.858
3410,48.1546601,17.227524,131.095,4.845
3465,48.15466,17.2275204,131.102,4.851
3520,48.1546599,17.2275131,131.114,4.927
3630,48.1546599,17.2275091,131.143,5.09
3685,48.15466,17.2275056,131.127,4.926
3740,48.15466,17.2274986,131.224,4.722
3795,48.1546601,17.2274952,131.297,4.646
3850,48.1546601,17.2274914,131.368,4.768
3960,48.1546602,17.2274875,131.389,4.937
4015,48.1546603,17.2274838,131.383,4.897
4070,48.1546605,17.2274772,131.444,4.57
4125,48.1546606,17.2274735,131.475,4.688
4235,48.1546607,17.2274698,131.502,4.771
4290,48.1546608,17.2274664,131.501,4.667
4345,48.154661,17.2274632,131.5,4.546
4400,48.1546615,17.2274566,131.54,4.496
4455,48.1546617,17.2274531,131.543,4.568
4510,48.154662,17.2274497,131.53,4.59
4620,48.1546623,17.2274463,131.512,4.59
4675,48.1546623,17.2274431,131.481,4.493
4730,48.1546626,17.2274396,131.435,4.56
4785,48.1546632,17.2274329,131.401,4.596
4895,48.1546635,17.2274296,131.403,4.517
4950,48.1546638,17.2274262,131.402,4.539
5005,48.1546643,17.2274225,131.431,4.74
5060,48.1546647,17.2274189,131.423,4.805
5115,48.1546653,17.2274118,131.401,4.723
5225,48.1546656,17.2274082,131.389,4.776
5280,48.1546659,17.2274045,131.434,4.85
5335,48.1546661,17.227401,131.507,4.781
5390,48.1546662,17.2273971,131.509,4.992
5445,48.1546665,17.2273933,131.474,5.04
5555,48.1546669,17.2273858,131.498,5.029
5610,48.154667,17.2273823,131.526,4.888
5665,48.1546671,17.2273783,131.548,5.075
5720,48.1546674,17.2273743,131.52,5.204
5775,48.1546675,17.2273706,131.505,5.111
5885,48.1546677,17.227367,131.527,5.029
5940,48.1546676,17.2273633,131.552,5.013
5995,48.1546677,17.2273594,131.561,5.068
6050,48.1546679,17.2273517,131.584,5.122
6105,48.154668,17.2273482,131.593,4.925
6215,48.1546681,17.2273445,131.625,4.937
6270,48.1546684,17.2273409,131.662,4.878
6325,48.1546686,17.2273372,131.694,4.904
6435,48.1546695,17.227326,131.749,4.942
