Milliseconds,Latitude,Longitude,Altitude,Speed
0,48.1518315,17.1569571,140.797,1.5
54,48.15183,17.1569576,140.761,1.641
109,48.151829,17.1569577,140.756,1.644
164,48.1518281,17.156958,140.756,1.625
219,48.1518273,17.156959,140.73,1.612
274,48.1518263,17.1569583,140.735,1.629
329,48.1518254,17.1569583,140.742,1.635
384,48.1518246,17.1569583,140.764,1.592
439,48.151824,17.1569597,140.71,1.547
494,48.1518233,17.1569602,140.662,1.491
549,48.1518224,17.1569602,140.679,1.484
605,48.1518216,17.1569604,140.663,1.466
659,48.1518204,17.1569604,140.655,1.537
714,48.1518193,17.1569613,140.619,1.605
769,48.1518184,17.1569619,140.564,1.601
825,48.1518174,17.1569623,140.552,1.617
879,48.1518164,17.1569623,140.563,1.627
934,48.1518149,17.1569624,140.621,1.754
989,48.1518135,17.1569624,140.69,1.808
1045,48.1518123,17.1569618,140.629,1.833
1103,48.1518109,17.1569617,140.652,1.919
1161,48.1518097,17.1569617,140.64,1.928
1219,48.1518087,17.1569624,140.58,1.911
1277,48.1518078,17.1569627,140.565,1.863
1335,48.1518071,17.1569632,140.509,1.783
1393,48.1518065,17.1569639,140.456,1.663
1451,48.1518054,17.1569632,140.54,1.658
1509,48.1518045,17.1569638,140.447,1.664
1567,48.1518034,17.1569641,140.413,1.703
1625,48.1518024,17.1569626,140.498,1.69
1683,48.151802,17.1569626,140.392,1.648
1741,48.1518018,17.1569628,140.33,1.509
1799,48.1518013,17.1569635,140.306,1.405
1857,48.1518002,17.1569635,140.295,1.479
1915,48.1517992,17.1569637,140.256,1.531
1973,48.1517985,17.1569644,140.189,1.501
2031,48.1517988,17.1569676,139.918,1.32
2090,48.1517984,17.1569688,139.817,1.25
2142,48.1517968,17.1569672,140.046,1.367
2194,48.1517959,17.156966,140.21,1.314
2246,48.151794,17.1569657,140.346,1.515
2299,48.151793,17.1569646,140.548,1.473
2351,48.1517935,17.1569652,140.48,1.168
2403,48.1517926,17.1569659,140.447,1.228
2455,48.1517919,17.1569655,140.441,1.208
2508,48.151791,17.1569651,140.534,1.225
2560,48.1517901,17.156965,140.541,1.267
2612,48.1517894,17.1569653,140.506,1.259
2664,48.1517887,17.1569651,140.54,1.239
2717,48.1517878,17.1569645,140.656,1.232
2769,48.1517873,17.1569654,140.614,1.188
2821,48.151787,17.1569658,140.627,1.07
2873,48.1517858,17.1569645,140.821,1.109
2926,48.1517848,17.1569635,140.964,1.124
2978,48.1517844,17.156964,140.885,1.097
3030,48.1517835,17.1569635,140.887,1.176
3082,48.1517827,17.156964,140.791,1.249
3135,48.1517836,17.1569672,140.461,0.985
3193,48.1517824,17.1569662,140.546,1.096
3251,48.1517813,17.1569649,140.734,1.112
3309,48.1517805,17.1569639,140.867,1.112
3367,48.1517802,17.156963,140.833,1.122
3425,48.1517799,17.1569625,140.819,1.127
3483,48.1517794,17.1569618,140.87,1.108
3541,48.1517797,17.156962,140.825,0.927
3599,48.1517791,17.156961,140.913,0.947
3657,48.1517795,17.156961,140.911,0.781
3715,48.1517788,17.1569598,141.014,0.816
3773,48.1517779,17.1569581,141.22,0.841
3831,48.1517762,17.1569555,141.55,0.944
3889,48.1517756,17.1569554,141.619,0.864
3947,48.1517747,17.1569545,141.758,0.876
4005,48.1517742,17.1569536,141.811,0.91
4063,48.1517735,17.1569532,141.856,0.922
4121,48.1517728,17.156952,141.949,0.972
4180,48.1517719,17.1569511,142.044,1.02
4234,48.1517706,17.1569503,142.207,1.014
4289,48.1517694,17.1569488,142.383,1.063
4344,48.1517687,17.156948,142.457,1.074
4399,48.1517675,17.1569465,142.604,1.171
4454,48.1517663,17.1569454,142.735,1.235
4509,48.1517659,17.1569448,142.831,1.129
4564,48.1517655,17.1569433,142.932,1.119
4619,48.1517642,17.1569409,143.157,1.259
4674,48.1517629,17.1569392,143.341,1.329
4729,48.1517621,17.1569395,143.369,1.223
4785,48.1517617,17.156939,143.398,1.196
4839,48.1517611,17.1569379,143.473,1.21
4894,48.1517598,17.1569363,143.655,1.3
4949,48.1517581,17.1569349,143.834,1.438
5005,48.1517565,17.1569344,143.923,1.538
5059,48.1517549,17.1569339,144.014,1.614
5114,48.1517544,17.1569333,144.041,1.572
5169,48.1517539,17.1569321,144.105,1.558
5225,48.1517537,17.15693,144.21,1.58
5277,48.1517529,17.1569298,144.273,1.486
5329,48.1517526,17.1569291,144.354,1.344
5381,48.1517513,17.1569257,144.706,1.479
5433,48.1517511,17.1569245,144.819,1.357
5485,48.1517511,17.1569242,144.84,1.188
5537,48.1517505,17.1569228,144.971,1.203
5589,48.1517501,17.1569211,145.125,1.201
5641,48.1517493,17.1569182,145.407,1.324
5693,48.1517492,17.1569168,145.469,1.363
5746,48.1517491,17.1569162,145.491,1.274
5798,48.1517495,17.1569152,145.488,1.286
5850,48.1517493,17.1569141,145.551,1.286
5902,48.1517491,17.1569134,145.583,1.254
5954,48.1517487,17.1569119,145.661,1.343
6006,48.1517486,17.156911,145.702,1.333
6058,48.1517485,17.1569103,145.739,1.257
6110,48.1517483,17.1569092,145.856,1.205
6162,48.1517481,17.1569084,145.971,1.061
6215,48.1517481,17.1569069,146.093,1.072
6269,48.1517486,17.1569051,146.222,1.112
6324,48.1517482,17.156903,146.449,1.14
6379,48.1517489,17.1569017,146.523,1.139
6434,48.1517496,17.1569016,146.478,1.077
6489,48.151749,17.1569015,146.452,1.03
6544,48.1517481,17.1568998,146.566,1.153
6599,48.1517477,17.1568995,146.577,1.075
6654,48.1517474,17.1568989,146.623,0.997
6709,48.151747,17.1568979,146.693,1.028
6764,48.1517462,17.156896,146.816,1.177
6820,48.1517462,17.1568954,146.764,1.207
